rotten_tomatoes_link,movie_title,genres,directors,original_release_date,runtime,tomatometer_rating,long_review,long_reviews_count,year,genres_list,length_category
m/laura_smiles,Laura Smiles,Drama,Jason Ruscio,2006-09-22,98.0,47.0,True,11,2006.0,['Drama'],Short
m/laurel_canyon,Laurel Canyon,"Art House & International, Drama",Lisa Cholodenko,2003-03-07,101.0,68.0,True,57,2003.0,"['Art House & International', ' Drama']",Short
m/laurence_anyways,Laurence Anyways,Drama,Xavier Dolan,2013-06-28,159.0,84.0,True,45,2013.0,['Drama'],Long
m/lavender,Lavender,"Drama, Mystery & Suspense",Ed Gass-Donnelly,2017-03-03,93.0,36.0,True,16,2017.0,"['Drama', ' Mystery & Suspense']",Short
m/lavender_hill_mob,The Lavender Hill Mob,"Classics, Comedy, Drama",Charles Crichton,1951-06-26,78.0,100.0,False,8,1951.0,"['Classics', ' Comedy', ' Drama']",Short
m/lavventura,L'Avventura,"Art House & International, Classics, Drama, Mystery & Suspense",Michelangelo Antonioni,1960-06-29,145.0,94.0,False,26,1960.0,"['Art House & International', ' Classics', ' Drama', ' Mystery & Suspense']",Long
m/law_abiding_citizen,Law Abiding Citizen,"Drama, Mystery & Suspense",F. Gary Gray,2009-10-16,108.0,26.0,True,106,2009.0,"['Drama', ' Mystery & Suspense']",Short
m/law_of_desire,Law of Desire,"Art House & International, Comedy, Drama, Mystery & Suspense, Romance",Pedro Almodóvar,1987-02-07,100.0,100.0,False,4,1987.0,"['Art House & International', ' Comedy', ' Drama', ' Mystery & Suspense', ' Romance']",Short
m/lawless_2012,Lawless,Drama,John Hillcoat,2012-08-29,115.0,66.0,True,145,2012.0,['Drama'],Short
m/lawless_heart,Lawless Heart,"Comedy, Drama","Neil Hunter, Tom Hunsinger",2002-12-01,110.0,87.0,False,22,2002.0,"['Comedy', ' Drama']",Short
m/lawman,Lawman,"Action & Adventure, Classics, Western",Michael Winner,1971-08-04,98.0,63.0,True,4,1971.0,"['Action & Adventure', ' Classics', ' Western']",Short
m/lawnmower_man,The Lawnmower Man,"Horror, Mystery & Suspense, Science Fiction & Fantasy",Brett Leonard,1992-03-06,108.0,34.0,True,16,1992.0,"['Horror', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/lawnmower_man_2_jobes_war,Lawnmower Man 2 - Jobe's War (Lawnmower Man 2: Beyond Cyberspace),"Mystery & Suspense, Science Fiction & Fantasy",Farhad Mann,1996-06-01,93.0,11.0,False,2,1996.0,"['Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/lawrence_of_arabia,Lawrence of Arabia,"Action & Adventure, Classics, Drama",David Lean,1962-12-16,216.0,98.0,True,48,1962.0,"['Action & Adventure', ' Classics', ' Drama']",Long
m/laws_of_attraction,Laws of Attraction,"Comedy, Romance",Peter Howitt,2004-04-30,89.0,18.0,True,73,2004.0,"['Comedy', ' Romance']",Short
m/lay_the_favorite,Lay the Favorite,"Comedy, Drama",Stephen Frears,2012-12-07,94.0,18.0,True,33,2012.0,"['Comedy', ' Drama']",Short
m/layer_cake,Layer Cake,"Action & Adventure, Drama, Mystery & Suspense",Matthew Vaughn,2005-05-13,105.0,80.0,True,66,2005.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense']",Short
m/lazarus_project,The Lazarus Project,"Drama, Mystery & Suspense, Science Fiction & Fantasy","John Glenn, John Patrick Glenn",2008-10-21,100.0,60.0,True,3,2008.0,"['Drama', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/lazer_team,Lazer Team,"Comedy, Science Fiction & Fantasy",Matt Hullum,2016-01-27,102.0,60.0,True,26,2016.0,"['Comedy', ' Science Fiction & Fantasy']",Short
m/lazy_eye,Lazy Eye,Comedy,Tim Kirkman,2016-11-11,90.0,67.0,True,8,2016.0,['Comedy'],Short
m/lazy_susan,Lazy Susan,Comedy,Nick Peet,2020-04-03,90.0,10.0,True,7,2020.0,['Comedy'],Short
m/lbj,LBJ,Drama,Rob Reiner,2017-11-03,98.0,58.0,False,62,2017.0,['Drama'],Short
m/le-code-a-change-change-of-plans,Change of Plans (Le Code a Changé),"Art House & International, Comedy",Danièle Thompson,2010-08-27,100.0,50.0,True,10,2010.0,"['Art House & International', ' Comedy']",Short
m/le-declin-de-lempire-americain,The Decline of the American Empire (Le Déclin de l'Empire Américain),"Art House & International, Comedy, Drama",Denys Arcand,1986-06-19,100.0,86.0,False,9,1986.0,"['Art House & International', ' Comedy', ' Drama']",Short
m/le-feu-follet-a-time-to-live-and-a-time-to-die-the-fire-within,Le Feu follet (A Time to Live and a Time to Die) (The Fire Within),"Art House & International, Drama",Louis Malle,1963-10-07,108.0,82.0,False,4,1963.0,"['Art House & International', ' Drama']",Short
m/le-sel-de-la-mer-salt-of-this-sea,Salt of This Sea (Milh Hadha al-Bahr),"Drama, Romance",Annemarie Jacir,2010-08-13,109.0,54.0,False,9,2010.0,"['Drama', ' Romance']",Short
m/le_amiche,Le amiche,"Art House & International, Drama",Michelangelo Antonioni,1955-01-01,105.0,100.0,False,11,1955.0,"['Art House & International', ' Drama']",Short
m/le_cercle_rouge,Le Cercle Rouge,"Art House & International, Drama, Mystery & Suspense",Jean-Pierre Melville,1970-01-01,140.0,95.0,False,29,1970.0,"['Art House & International', ' Drama', ' Mystery & Suspense']",Long
m/le_doulos,Le Doulos,"Art House & International, Drama",Jean-Pierre Melville,1962-03-02,108.0,97.0,True,19,1962.0,"['Art House & International', ' Drama']",Short
m/le_havre_2011,Le Havre,"Comedy, Drama",Aki Kaurismäki,2011-10-21,103.0,99.0,False,63,2011.0,"['Comedy', ' Drama']",Short
m/le_mans,Le Mans,"Action & Adventure, Classics, Drama",Lee H. Katzin,1971-06-23,106.0,67.0,False,5,1971.0,"['Action & Adventure', ' Classics', ' Drama']",Short
m/le_nom_des_gens_2011,Le nom des gens (The Names of Love),"Art House & International, Comedy",Michel Leclerc,2011-06-24,84.0,72.0,False,38,2011.0,"['Art House & International', ' Comedy']",Short
m/le_passe,Le passé (The Past),Drama,Asghar Farhadi,2013-12-20,130.0,93.0,True,115,2013.0,['Drama'],Long
m/le_petit_lieutenant,Le Petit Lieutenant,"Art House & International, Drama",Xavier Beauvois,2006-09-08,114.0,78.0,True,42,2006.0,"['Art House & International', ' Drama']",Short
m/le_week_end,Le Week-End,Drama,Roger Michell,2014-03-14,93.0,89.0,True,114,2014.0,['Drama'],Short
m/league_of_extraordinary_gentlemen,The League of Extraordinary Gentlemen,"Action & Adventure, Science Fiction & Fantasy",Stephen Norrington,2003-07-11,110.0,17.0,True,107,2003.0,"['Action & Adventure', ' Science Fiction & Fantasy']",Short
m/league_of_their_own,A League of Their Own,"Comedy, Drama, Sports & Fitness",Penny Marshall,1992-07-01,126.0,78.0,True,34,1992.0,"['Comedy', ' Drama', ' Sports & Fitness']",Long
m/lean_on_me,Lean on Me,Drama,John G. Avildsen,1989-03-03,108.0,69.0,True,3,1989.0,['Drama'],Short
m/lean_on_pete,Lean on Pete,Drama,Andrew Haigh,2018-04-06,122.0,90.0,True,150,2018.0,['Drama'],Long
m/leap,Leap!,"Action & Adventure, Animation, Drama, Kids & Family","Eric Summer, Éric Warin",2017-08-25,86.0,42.0,True,40,2017.0,"['Action & Adventure', ' Animation', ' Drama', ' Kids & Family']",Short
m/leap_year_2010,Leap Year,"Comedy, Romance",Anand Tucker,2010-01-08,100.0,23.0,True,101,2010.0,"['Comedy', ' Romance']",Short
m/leap_year_2011,Leap Year (Año bisiesto),"Art House & International, Drama",,2011-06-24,94.0,92.0,False,16,2011.0,"['Art House & International', ' Drama']",Short
m/learning_to_drive,Learning To Drive,"Drama, Romance",Isabel Coixet,2015-08-21,90.0,65.0,False,65,2015.0,"['Drama', ' Romance']",Short
m/least_among_saints,Least Among Saints,Drama,Martin Papazlan,2012-10-12,105.0,36.0,True,6,2012.0,['Drama'],Short
m/leatherface_2017,Leatherface,"Horror, Mystery & Suspense","Julien Maury, Alexandre Bustillo",2017-10-20,90.0,30.0,True,30,2017.0,"['Horror', ' Mystery & Suspense']",Short
m/leatherface_the_texas_chainsaw_massacre_3,Leatherface: The Texas Chainsaw Massacre III,Horror,Jeff Burr,1990-01-12,81.0,19.0,True,4,1990.0,['Horror'],Short
m/leatherheads,Leatherheads,"Comedy, Romance",George Clooney,2008-03-24,114.0,51.0,True,114,2008.0,"['Comedy', ' Romance']",Short
m/leave_her_to_heaven,Leave Her to Heaven,"Classics, Drama, Mystery & Suspense",John M. Stahl,1945-12-20,111.0,92.0,True,18,1945.0,"['Classics', ' Drama', ' Mystery & Suspense']",Short
m/leave_it_on_the_floor,Leave it on the Floor,Musical & Performing Arts,Sheldon Larry,2013-06-19,106.0,70.0,False,6,2013.0,['Musical & Performing Arts'],Short
m/leave_it_to_beaver,Leave It to Beaver,"Comedy, Kids & Family, Television",Andy Cadiff,1997-08-22,88.0,21.0,False,8,1997.0,"['Comedy', ' Kids & Family', ' Television']",Short
m/leave_no_trace,Leave No Trace,Drama,Debra Granik,2018-06-29,108.0,100.0,True,165,2018.0,['Drama'],Short
m/leave_the_world_behind,Leave The World Behind,"Documentary, Musical & Performing Arts",Christian Larson,2014-03-13,95.0,75.0,True,8,2014.0,"['Documentary', ' Musical & Performing Arts']",Short
m/leaving_home_coming_home_a_portrait_of_robert_frank,"Leaving Home, Coming Home: A Portrait of Robert Frank",Documentary,Gerald Fox,2019-05-29,85.0,90.0,True,7,2019.0,['Documentary'],Short
m/leaving_las_vegas,Leaving Las Vegas,"Drama, Romance",Mike Figgis,1995-10-27,111.0,91.0,True,22,1995.0,"['Drama', ' Romance']",Short
m/lebanon-2010,Lebanon (Levanon),"Art House & International, Drama",Samuel Maoz,2010-08-06,93.0,90.0,False,73,2010.0,"['Art House & International', ' Drama']",Short
m/lebanon_pa,"Lebanon, Pa.","Comedy, Drama",Ben Hickernell,2011-04-29,100.0,50.0,False,11,2011.0,"['Comedy', ' Drama']",Short
m/leclisse,L'Eclisse,"Art House & International, Drama",Michelangelo Antonioni,1962-01-01,125.0,90.0,True,20,1962.0,"['Art House & International', ' Drama']",Long
m/lee_daniels_the_butler,Lee Daniels' The Butler,Drama,Lee Daniels,2013-08-16,132.0,72.0,True,149,2013.0,['Drama'],Long
m/left_behind_2014,Left Behind,Mystery & Suspense,Vic Armstrong,2014-10-03,111.0,1.0,True,47,2014.0,['Mystery & Suspense'],Short
m/left_behind_the_movie,Left Behind: The Movie,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",Vic Sarin,2001-01-26,,16.0,False,23,2001.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense', ' Science Fiction & Fantasy', ' Faith & Spirituality']",Short
m/left_on_purpose,Left on Purpose,"Documentary, Drama","Justin Schein, David Mehlman",2017-02-10,95.0,88.0,True,4,2017.0,"['Documentary', ' Drama']",Short
m/legal_eagles,Legal Eagles,"Comedy, Drama, Mystery & Suspense",Ivan Reitman,1986-06-18,114.0,44.0,True,2,1986.0,"['Comedy', ' Drama', ' Mystery & Suspense']",Short
m/legally_blonde,Legally Blonde,Comedy,Robert Luketic,2001-07-13,96.0,70.0,True,52,2001.0,['Comedy'],Short
m/legally_blonde_2_red_white_and_blonde,"Legally Blonde 2 - Red, White & Blonde",Comedy,Charles Herman-Wurmfeld,2003-04-10,94.0,37.0,False,81,2003.0,['Comedy'],Short
m/legend_2015,Legend,"Art House & International, Mystery & Suspense, Special Interest",Brian Helgeland,2015-11-20,131.0,61.0,True,129,2015.0,"['Art House & International', ' Mystery & Suspense', ' Special Interest']",Long
m/legend_of_1900,The Legend of 1900 (La leggenda del pianista sull'oceano),"Art House & International, Drama",Giuseppe Tornatore,1999-10-29,116.0,54.0,True,10,1999.0,"['Art House & International', ' Drama']",Short
m/legend_of_bagger_vance,The Legend of Bagger Vance,"Drama, Science Fiction & Fantasy",Robert Redford,2000-11-03,126.0,43.0,False,61,2000.0,"['Drama', ' Science Fiction & Fantasy']",Long
m/legend_of_billie_jean,The Legend of Billie Jean,"Action & Adventure, Drama",Matthew Robbins,1985-07-19,96.0,45.0,True,5,1985.0,"['Action & Adventure', ' Drama']",Short
m/legend_of_hell_house,The Legend of Hell House,"Art House & International, Classics, Horror",John Hough,1973-06-15,94.0,62.0,False,12,1973.0,"['Art House & International', ' Classics', ' Horror']",Short
m/legend_of_rita,Die Stille nach dem Schuß (The Legend of Rita) (The Legends of Rita),"Art House & International, Drama",Volker Schlöndorff,2000-09-14,103.0,80.0,False,5,2000.0,"['Art House & International', ' Drama']",Short
m/legend_of_the_demon_cat,Legend Of The Demon Cat (Kûkai),"Action & Adventure, Drama, Science Fiction & Fantasy",Kaige Chen,2019-02-05,129.0,91.0,True,10,2019.0,"['Action & Adventure', ' Drama', ' Science Fiction & Fantasy']",Long
m/legend_of_the_fist_the_return_of_chen_zhen,Legend of the Fist: The Return of Chen Zhen,"Action & Adventure, Art House & International, Drama, Mystery & Suspense","Donnie Yen, Wai-keung Lau",2011-04-22,105.0,47.0,False,28,2011.0,"['Action & Adventure', ' Art House & International', ' Drama', ' Mystery & Suspense']",Short
m/legend_of_the_guardians,Legend of the Guardians: The Owls of Ga'Hoole,"Action & Adventure, Animation, Science Fiction & Fantasy",Zack Snyder,2010-09-24,91.0,52.0,True,98,2010.0,"['Action & Adventure', ' Animation', ' Science Fiction & Fantasy']",Short
m/legend_of_the_mountain,Legend of the Mountain,"Art House & International, Drama, Science Fiction & Fantasy",King Hu,2001-01-01,184.0,100.0,True,9,2001.0,"['Art House & International', ' Drama', ' Science Fiction & Fantasy']",Long
m/legendary,Legendary,"Action & Adventure, Drama, Kids & Family",Mel Damski,2010-09-10,107.0,18.0,False,26,2010.0,"['Action & Adventure', ' Drama', ' Kids & Family']",Short
m/legends_of_oz_dorothys_return,Legends of Oz: Dorothy's Return,"Animation, Kids & Family, Musical & Performing Arts","Daniel St. Pierre, Dan St. Pierre, Will Finn",2014-05-09,91.0,16.0,True,42,2014.0,"['Animation', ' Kids & Family', ' Musical & Performing Arts']",Short
m/legends_of_the_fall,Legends of the Fall,"Drama, Western, Romance",Edward Zwick,1994-12-23,134.0,58.0,True,29,1994.0,"['Drama', ' Western', ' Romance']",Long
m/legion_2010,Legion,"Action & Adventure, Horror, Mystery & Suspense",Scott Stewart,2010-01-22,104.0,19.0,True,74,2010.0,"['Action & Adventure', ' Horror', ' Mystery & Suspense']",Short
m/legion_of_brothers,Legion of Brothers,Documentary,,2017-05-19,79.0,100.0,True,5,2017.0,['Documentary'],Short
m/legionnaire,Legionnaire,Action & Adventure,Peter MacDonald,1998-06-01,99.0,29.0,True,3,1998.0,['Action & Adventure'],Short
m/lemony_snicket,Lemony Snicket's A Series of Unfortunate Events,"Action & Adventure, Comedy, Kids & Family",Brad Silberling,2004-12-17,107.0,72.0,True,102,2004.0,"['Action & Adventure', ' Comedy', ' Kids & Family']",Short
m/len_and_company,Len and Company,Drama,Tim Godsall,2016-06-10,102.0,70.0,False,5,2016.0,['Drama'],Short
m/lenfant_2006,L'Enfant,"Art House & International, Drama","Luc Dardenne, Jean-Pierre Dardenne",2006-03-24,95.0,85.0,True,72,2006.0,"['Art House & International', ' Drama']",Short
m/lenfant_den_haut,Sister,Drama,Brenda Davis,2012-10-05,97.0,96.0,True,42,2012.0,['Drama'],Short
m/lenfer-dhenrigeorges-clouzot,L'Enfer d'Henri-Georges Clouzot (Henri-George Clouzot's Inferno),"Art House & International, Documentary, Television","Serge Bromberg, Ruxandra Medrea",2010-07-16,102.0,100.0,True,23,2010.0,"['Art House & International', ' Documentary', ' Television']",Short
m/lenny,Lenny,"Classics, Drama",Bob Fosse,1974-01-01,112.0,88.0,False,9,1974.0,"['Classics', ' Drama']",Short
m/leon_the_professional,Léon: The Professional,"Action & Adventure, Drama, Mystery & Suspense",Luc Besson,1994-11-18,106.0,74.0,True,37,1994.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense']",Short
m/leonard-part-6,Leonard Part 6,"Comedy, Mystery & Suspense",Paul Weiland,1987-12-18,95.0,9.0,False,0,1987.0,"['Comedy', ' Mystery & Suspense']",Short
m/leonie_2011,Leonie,Drama,Hisako Matsui,2013-03-22,93.0,42.0,False,10,2013.0,['Drama'],Short
m/leprechaun,Leprechaun,"Comedy, Horror, Science Fiction & Fantasy",Mark Jones,1993-01-08,92.0,21.0,False,2,1993.0,"['Comedy', ' Horror', ' Science Fiction & Fantasy']",Short
m/leprechaun-in-the-hood,Leprechaun in the Hood,Horror,"Rob Spera, Brian Trenchard-Smith",2000-03-28,91.0,30.0,False,4,2000.0,['Horror'],Short
m/leprechaun_2,Leprechaun 2,"Comedy, Horror",Rodman Flender,1994-04-08,85.0,0.0,True,4,1994.0,"['Comedy', ' Horror']",Short
m/leprechaun_4_in_space,Leprechaun 4: In Space,"Horror, Science Fiction & Fantasy",Brian Trenchard-Smith,1997-02-25,98.0,14.0,False,1,1997.0,"['Horror', ' Science Fiction & Fantasy']",Short
m/leprechaun_back_2_tha_hood,Leprechaun: Back 2 tha Hood,"Action & Adventure, Horror",Steven Ayromlooi,2003-12-30,87.0,22.0,False,2,2003.0,"['Action & Adventure', ' Horror']",Short
m/leprechaun_origins,Leprechaun: Origins,Horror,Zach Lipovsky,2014-08-22,90.0,0.0,True,6,2014.0,['Horror'],Short
m/leprechaun_returns,Leprechaun Returns,"Horror, Science Fiction & Fantasy",Steven Kostanski,2018-12-11,92.0,44.0,True,9,2018.0,"['Horror', ' Science Fiction & Fantasy']",Short
m/les-plages-dagnes,Les Plages d'Agnès (The Beaches of Agnes),"Art House & International, Documentary, Musical & Performing Arts",Agnès Varda,2008-09-03,110.0,96.0,False,45,2008.0,"['Art House & International', ' Documentary', ' Musical & Performing Arts']",Short
m/les_amours_imaginaires,Heartbeats,"Art House & International, Drama, Romance",Xavier Dolan,2011-02-25,97.0,73.0,False,47,2011.0,"['Art House & International', ' Drama', ' Romance']",Short
m/les_aventures_de_pinocchio,The Adventures of Pinocchio (Les aventures de Pinocchio),"Kids & Family, Science Fiction & Fantasy",Steve Barron,1996-07-26,96.0,36.0,True,13,1996.0,"['Kids & Family', ' Science Fiction & Fantasy']",Short
m/les_femmes_de_lombre,Les femmes de l'ombre,"Action & Adventure, Drama",Jean-Paul Salomé,2008-02-08,120.0,75.0,False,6,2008.0,"['Action & Adventure', ' Drama']",Short
m/les_femmes_du_6e_etage_2011,Les femmes du 6e étage (The Women on the 6th Floor),"Comedy, Drama",Philippe Le Guay,2011-10-07,104.0,67.0,True,45,2011.0,"['Comedy', ' Drama']",Short
m/les_girls,Les Girls,"Classics, Comedy, Musical & Performing Arts",George Cukor,1957-10-03,114.0,100.0,True,3,1957.0,"['Classics', ' Comedy', ' Musical & Performing Arts']",Short
m/les_miserables_2012,Les Misérables,"Drama, Musical & Performing Arts, Romance",Tom Hooper,2012-12-25,158.0,69.0,True,178,2012.0,"['Drama', ' Musical & Performing Arts', ' Romance']",Long
m/lesbian_vampire_killers,Lesbian Vampire Killers,"Action & Adventure, Comedy, Horror","Phil Claydon, Philip Claydon",2009-03-16,86.0,28.0,True,15,2009.0,"['Action & Adventure', ' Comedy', ' Horror']",Short
m/leslie_jones_time_machine,Leslie Jones: Time Machine,Comedy,"David Benioff, D.B. Weiss",2020-01-14,,100.0,True,4,2020.0,['Comedy'],Short
m/less_than_zero,Less Than Zero,Drama,Marek Kanievska,1987-11-06,97.0,50.0,True,8,1987.0,['Drama'],Short
m/lessons_of_darkness_1995,Lessons of Darkness,"Art House & International, Documentary",Werner Herzog,1995-10-25,50.0,100.0,False,4,1995.0,"['Art House & International', ' Documentary']",Short
m/let_fury_have_the_hour_2013,Let Fury Have The Hour,"Documentary, Special Interest",Antonino D'Ambrosio,2012-12-14,87.0,42.0,True,7,2012.0,"['Documentary', ' Special Interest']",Short
m/let_him_have_it,Let Him Have It,"Drama, Mystery & Suspense",Peter Medak,1991-01-01,119.0,84.0,True,17,1991.0,"['Drama', ' Mystery & Suspense']",Short
m/let_it_rain,Let it Rain (Parlez-moi de la pluie),"Comedy, Drama",Agnès Jaoui,2010-06-18,110.0,76.0,True,34,2010.0,"['Comedy', ' Drama']",Short
m/let_it_ride,Let It Ride,Comedy,Joe Pytka,1989-08-18,86.0,27.0,False,3,1989.0,['Comedy'],Short
m/let_me_in,Let Me In,"Drama, Horror, Science Fiction & Fantasy, Romance",Matt Reeves,2010-10-01,115.0,88.0,True,160,2010.0,"['Drama', ' Horror', ' Science Fiction & Fantasy', ' Romance']",Short
m/let_my_people_go_2011,Let My People Go!,Comedy,Mikael Buch,2013-01-11,85.0,33.0,True,11,2013.0,['Comedy'],Short
m/let_the_bullets_fly,Let the Bullets Fly,"Action & Adventure, Comedy",Jiang Wen,2012-03-02,132.0,76.0,False,21,2012.0,"['Action & Adventure', ' Comedy']",Long
m/let_the_devil_wear_black,Let the Devil Wear Black,"Drama, Mystery & Suspense",Stacy Title,1999-10-07,89.0,57.0,False,0,1999.0,"['Drama', ' Mystery & Suspense']",Short
m/let_the_fire_burn_2013,Let The Fire Burn,"Documentary, Special Interest",Jason Osder,2013-10-02,88.0,98.0,False,31,2013.0,"['Documentary', ' Special Interest']",Short
m/let_the_right_one_in,Let the Right One In,"Art House & International, Drama, Horror",Tomas Alfredson,2008-01-26,114.0,98.0,True,123,2008.0,"['Art House & International', ' Drama', ' Horror']",Short
m/let_the_sunshine_in,Let the Sunshine In (Un beau soleil intérieur),"Art House & International, Drama, Romance",Claire Denis,2018-04-27,95.0,86.0,False,112,2018.0,"['Art House & International', ' Drama', ' Romance']",Short
m/let_there_be_light_2017_2,Let There Be Light,Drama,Kevin Sorbo,2017-10-27,101.0,30.0,True,5,2017.0,['Drama'],Short
m/lethal_weapon,Lethal Weapon,"Action & Adventure, Drama",Richard Donner,1987-03-06,109.0,81.0,False,19,1987.0,"['Action & Adventure', ' Drama']",Short
m/lethal_weapon_2,Lethal Weapon 2,"Action & Adventure, Drama",Richard Donner,1989-07-07,113.0,82.0,True,18,1989.0,"['Action & Adventure', ' Drama']",Short
m/lethal_weapon_3,Lethal Weapon 3,Action & Adventure,Richard Donner,1992-05-15,118.0,60.0,False,16,1992.0,['Action & Adventure'],Short
m/lethal_weapon_4,Lethal Weapon 4,Action & Adventure,Richard Donner,1998-07-10,127.0,54.0,False,30,1998.0,['Action & Adventure'],Long
m/lets_be_cops,Let's Be Cops,"Action & Adventure, Comedy",Luke Greenfield,2014-08-13,104.0,18.0,True,57,2014.0,"['Action & Adventure', ' Comedy']",Short
m/lets_be_evil,Let's Be Evil,Horror,Owen Martin,2016-08-05,83.0,15.0,False,7,2016.0,['Horror'],Short
m/lets_do_it_again,Let's Do It Again,"Classics, Comedy",Sidney Poitier,1975-10-11,112.0,63.0,True,2,1975.0,"['Classics', ' Comedy']",Short
m/lets_get_lost_1989,Let's Get Lost,"Documentary, Musical & Performing Arts",Bruce Weber,1989-04-21,119.0,96.0,False,20,1989.0,"['Documentary', ' Musical & Performing Arts']",Short
m/lets_go_to_prison,Let's Go to Prison,Comedy,Bob Odenkirk,2006-11-17,89.0,12.0,True,21,2006.0,['Comedy'],Short
m/lets_kill_wards_wife_2015,Let's Kill Ward's Wife,Comedy,Scott Foley,2015-01-09,92.0,17.0,False,3,2015.0,['Comedy'],Short
m/lets_make_love,Let's Make Love,"Classics, Comedy, Musical & Performing Arts, Romance",George Cukor,1960-09-01,118.0,69.0,False,8,1960.0,"['Classics', ' Comedy', ' Musical & Performing Arts', ' Romance']",Short
m/lets_scare_jessica_to_death,Let's Scare Jessica to Death,"Classics, Horror, Mystery & Suspense","John D. Hancock, John Hancock",1971-08-06,89.0,30.0,True,8,1971.0,"['Classics', ' Horror', ' Mystery & Suspense']",Short
m/lets_talk_about_sex_1998,Let's Talk About Sex,"Comedy, Drama",Troy Beyer,1998-09-11,82.0,13.0,False,3,1998.0,"['Comedy', ' Drama']",Short
m/letter_from_an_unknown_woman,Letter From an Unknown Woman,"Drama, Romance",Max Ophüls,1948-04-28,90.0,100.0,False,7,1948.0,"['Drama', ' Romance']",Short
m/letter_to_three_wives,A Letter to Three Wives,"Classics, Comedy, Drama, Mystery & Suspense, Romance",Joseph L. Mankiewicz,1949-01-20,103.0,94.0,False,9,1949.0,"['Classics', ' Comedy', ' Drama', ' Mystery & Suspense', ' Romance']",Short
m/letters_from_baghdad,Letters From Baghdad,Documentary,"Zeva Oelbaum, Sabine Krayenbühl",2017-06-02,95.0,84.0,True,29,2017.0,['Documentary'],Short
m/letters_from_iwo_jima,Letters from Iwo Jima,Drama,Clint Eastwood,2006-12-20,141.0,91.0,True,151,2006.0,['Drama'],Long
m/letters_to_god,Letters To God,"Drama, Kids & Family, Faith & Spirituality","David Nixon, Patrick Doughtie",2010-04-09,114.0,26.0,True,14,2010.0,"['Drama', ' Kids & Family', ' Faith & Spirituality']",Short
m/letters_to_juliet,Letters to Juliet,"Comedy, Drama, Romance",Gary Winick,2010-05-14,105.0,42.0,False,106,2010.0,"['Comedy', ' Drama', ' Romance']",Short
m/levantando_a_papa,Levantando a pápa,"Comedy, Drama",Neal Miller,2007-09-28,102.0,23.0,True,7,2007.0,"['Comedy', ' Drama']",Short
m/level_16,Level 16,"Mystery & Suspense, Science Fiction & Fantasy",Danishka Esterhazy,2019-03-01,102.0,82.0,False,18,2019.0,"['Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/level_five,Level Five,"Documentary, Drama, Romance",Chris Marker,2014-08-15,106.0,94.0,False,12,2014.0,"['Documentary', ' Drama', ' Romance']",Short
m/leviafan,Leviathan,Drama,Andrey Zvyagintsev,2014-12-25,142.0,98.0,False,109,2014.0,['Drama'],Long
m/leviathan,Leviathan,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",George P. Cosmatos,1989-03-17,98.0,24.0,True,8,1989.0,"['Action & Adventure', ' Horror', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/leviathan_2012,Leviathan,"Documentary, Special Interest","Lucien Castaing-Taylor, Verena Paravel",2013-03-01,87.0,83.0,False,37,2013.0,"['Documentary', ' Special Interest']",Short
m/levitated_mass_the_story_of_michael_heizers_monolithic_sculpture_2013,Levitated Mass: The Story of Michael Heizer's Monolithic Sculpture,"Documentary, Special Interest",Doug Pray,2014-09-05,,100.0,True,4,2014.0,"['Documentary', ' Special Interest']",Short
m/lez_bomb,Lez Bomb,"Comedy, Drama",Jenna Laurenzo,2018-11-09,89.0,89.0,True,5,2018.0,"['Comedy', ' Drama']",Short
m/lfe_happens,L!fe Happens,Comedy,Kat Coiro,2012-04-13,100.0,26.0,False,21,2012.0,['Comedy'],Short
m/lianna_2001,Lianna,"Drama, Gay & Lesbian",John Sayles,1983-01-18,110.0,82.0,False,3,1983.0,"['Drama', ' Gay & Lesbian']",Short
m/libeled_lady,Libeled Lady,"Classics, Comedy",Jack Conway,1936-01-01,98.0,86.0,False,4,1936.0,"['Classics', ' Comedy']",Short
m/liberal_arts,Liberal Arts,"Comedy, Drama",Josh Radnor,2012-09-14,97.0,71.0,False,75,2012.0,"['Comedy', ' Drama']",Short
m/libertine,The Libertine,Drama,Laurence Dunmore,2006-03-10,114.0,33.0,False,80,2006.0,['Drama'],Short
m/liberty_heights,Liberty Heights,"Comedy, Drama",Barry Levinson,1999-11-17,127.0,85.0,True,9,1999.0,"['Comedy', ' Drama']",Long
m/liberty_kid,Liberty Kid,"Art House & International, Drama",Ilya Chaiken,2008-01-09,92.0,88.0,True,12,2008.0,"['Art House & International', ' Drama']",Short
m/liberty_stands_still,Liberty Stands Still,"Drama, Mystery & Suspense",Kari Skogland,2002-01-01,96.0,20.0,True,2,2002.0,"['Drama', ' Mystery & Suspense']",Short
